precipitation,temp_max,temp_min,wind,temp_range,weather_label,weather
0.7999999999999998,10.0,7.8,7.5,2.2,2,rain
8.6,10.0,2.8000000000000007,5.9,7.2,2,rain
0.0,8.3,2.8000000000000007,3.9,5.500000000000001,4,sun
11.399999999999999,6.699999999999999,4.4,3.5,2.3,2,rain
0.0,7.199999999999999,2.8000000000000007,6.4,4.4,2,rain
1.3,5.0,-1.0999999999999996,3.4,6.1,3,snow
0.0,6.699999999999999,-2.1999999999999975,3.0,8.9,4,sun
3.6,6.699999999999999,-0.5999999999999996,4.2,7.3,3,snow
0.7999999999999998,5.0,1.0999999999999988,7.0,3.9000000000000004,3,snow
0.0,6.1,1.0999999999999988,3.1,5.0,4,sun
2.0,6.699999999999999,3.9000000000000004,5.1,2.8000000000000007,2,rain
0.0,12.2,6.7,7.0,5.499999999999999,4,sun
0.0,10.6,6.7,5.6,3.8999999999999995,2,rain
6.9,7.800000000000001,1.0999999999999988,6.2,6.699999999999999,2,rain
0.5,6.699999999999999,0.0,2.7,6.7,3,snow
0.0,8.9,-1.6999999999999993,2.7,10.6,4,sun
0.0,15.6,0.5999999999999996,2.5,15.0,4,sun
3.6,9.4,5.0,2.8,4.4,2,rain
10.4,7.199999999999999,6.1,3.4,1.1000000000000005,2,rain
13.7,6.699999999999999,2.8000000000000007,5.8,3.9000000000000004,2,rain
19.3,8.3,0.5999999999999996,6.2,7.700000000000001,3,snow
9.4,5.6,0.5999999999999996,5.3,5.0,3,snow
8.6,7.800000000000001,1.0999999999999988,4.7,6.699999999999999,2,rain
23.9,11.1,5.6,5.8,5.5,3,snow
8.4,8.9,3.9000000000000004,5.1,5.0,2,rain
9.4,10.0,0.5999999999999996,3.8,9.4,3,snow
3.6,5.0,-0.5999999999999996,2.7,5.6,2,rain
2.0,7.199999999999999,-1.0999999999999996,3.0,8.3,2,rain
3.6,7.800000000000001,2.2,6.4,5.6,2,rain
1.3,8.9,1.0999999999999988,2.5,7.800000000000001,2,rain
4.1,10.0,1.7000000000000002,2.1,8.3,2,rain
0.0,12.2,0.5999999999999996,2.8,11.6,4,sun
0.0,15.0,3.3,5.2,11.7,4,sun
0.0,13.3,2.2,2.7,11.100000000000001,2,rain
0.0,12.8,6.1,4.3,6.700000000000001,0,drizzle
4.8,14.4,6.7,3.8,7.7,2,rain
1.3,10.6,7.2,5.9,3.3999999999999995,2,rain
27.4,10.0,6.1,4.4,3.9000000000000004,2,rain
5.6,9.4,5.0,4.7,4.4,2,rain
13.2,10.0,2.8000000000000007,3.4,7.2,2,rain
1.5,8.9,4.4,6.800000000000001,4.5,2,rain
0.0,16.7,4.4,3.1,12.299999999999999,4,sun
1.5,11.7,3.3,3.1,8.399999999999999,2,rain
0.0,10.6,2.8000000000000007,2.1,7.8,4,sun
4.6,9.4,2.8000000000000007,1.8,6.6000000000000005,3,snow
0.2999999999999998,11.1,3.3,2.6,7.8,2,rain
0.0,16.1,1.7000000000000002,4.3,14.400000000000002,4,sun
0.0,21.1,7.2,4.1,13.900000000000002,4,sun
0.0,20.0,6.1,2.1,13.9,4,sun
0.0,17.8,8.9,3.2,8.9,2,rain
2.3,11.1,7.2,2.6,3.8999999999999995,2,rain
0.5,13.9,5.6,2.6,8.3,2,rain
0.0,15.0,3.9000000000000004,4.0,11.1,0,drizzle
0.0,15.6,3.3,3.0,12.3,4,sun
0.0,16.1,7.2,2.9,8.900000000000002,2,rain
8.1,13.3,6.7,5.8,6.6000000000000005,2,rain
1.8,10.0,4.4,2.0,5.6,2,rain
1.8,13.3,7.2,3.9,6.1000000000000005,2,rain
10.9,13.9,5.0,2.6,8.9,2,rain
6.6,13.3,6.7,2.7,6.6000000000000005,2,rain
0.0,20.0,4.4,2.3,15.6,4,sun
0.0,23.3,8.3,2.6,15.0,2,rain
0.0,21.7,8.9,3.5,12.799999999999999,4,sun
4.3,13.9,10.0,2.8,3.9000000000000004,2,rain
10.7,16.7,8.9,2.6,7.799999999999999,2,rain
3.8,13.9,6.7,5.2,7.2,2,rain
0.7999999999999998,13.3,6.1,4.8,7.200000000000001,2,rain
0.0,16.1,8.3,2.5,7.800000000000001,0,drizzle
4.3,15.6,8.9,1.6,6.699999999999999,2,rain
4.3,12.8,7.2,7.54000000000001,5.6000000000000005,2,rain
0.5,11.7,6.1,6.4,5.6,2,rain
0.5,13.3,5.6,2.5,7.700000000000001,2,rain
18.5,11.1,7.2,3.4,3.8999999999999995,2,rain
1.8,12.2,6.1,4.6,6.1,2,rain
0.0,13.3,5.0,2.3,8.3,4,sun
0.0,17.8,5.0,2.4,12.8,4,sun
0.0,23.9,6.1,2.2,17.799999999999997,4,sun
0.0,18.3,9.4,3.0,8.9,4,sun
0.0,13.3,6.7,3.9,6.6000000000000005,2,rain
0.0,14.4,3.9000000000000004,3.0,10.5,4,sun
0.0,18.3,4.4,4.3,13.9,4,sun
0.0,24.4,6.7,3.4,17.7,4,sun
0.0,25.6,9.4,4.2,16.200000000000003,4,sun
0.0,26.7,12.8,3.8,13.899999999999999,4,sun
0.0,24.4,9.4,4.1,14.999999999999998,0,drizzle
0.0,19.4,9.4,3.5,9.999999999999998,4,sun
0.0,17.8,6.7,2.9,11.100000000000001,2,rain
0.0,15.6,7.8,3.1,7.8,2,rain
0.0,19.4,7.2,1.5,12.2,4,sun
6.4,14.4,11.7,1.3,2.700000000000001,2,rain
14.0,16.7,10.0,4.0,6.699999999999999,2,rain
6.1,12.8,8.9,4.8,3.9000000000000004,2,rain
0.2999999999999998,14.4,8.9,6.3,5.5,2,rain
0.0,17.2,8.9,3.3,8.299999999999999,2,rain
0.0,22.2,8.9,3.1,13.299999999999999,2,rain
0.0,22.2,8.9,3.6,13.299999999999999,4,sun
0.0,17.2,11.7,3.7,5.5,4,sun
0.0,16.7,10.0,3.4,6.699999999999999,2,rain
0.0,16.1,7.8,1.8,8.3,4,sun
0.2999999999999998,18.9,11.1,1.5,7.799999999999999,2,rain
3.8,17.8,12.2,2.7,5.600000000000001,2,rain
6.6,20.0,12.8,3.7,7.199999999999999,2,rain
0.2999999999999998,18.9,10.6,3.7,8.299999999999999,2,rain
0.0,17.2,9.4,2.9,7.799999999999999,4,sun
1.3,12.8,8.9,3.1,3.9000000000000004,2,rain
16.0,13.3,8.3,3.3,5.0,2,rain
0.0,16.1,6.1,3.4,10.000000000000002,4,sun
16.5,16.1,8.9,3.5,7.200000000000001,2,rain
1.5,15.0,8.3,3.0,6.699999999999999,2,rain
0.0,17.2,8.3,4.7,8.899999999999999,2,rain
0.0,18.9,10.0,2.9,8.899999999999999,4,sun
0.0,23.3,10.0,1.8,13.3,2,rain
0.7999999999999998,18.3,12.8,3.9,5.5,2,rain
0.0,16.1,11.1,4.3,5.000000000000002,4,sun
0.0,17.2,10.0,2.7,7.199999999999999,4,sun
0.0,22.2,9.4,1.7,12.799999999999999,4,sun
0.0,21.1,15.0,4.1,6.100000000000001,2,rain
0.0,18.9,11.7,6.4,7.199999999999999,4,sun
3.0,17.2,10.0,3.8,7.199999999999999,2,rain
1.0000000000000002,19.4,10.0,3.0,9.399999999999999,2,rain
0.0,24.4,10.0,3.0,14.399999999999999,4,sun
0.0,23.9,11.7,2.1,12.2,4,sun
15.700000000000003,13.9,11.7,1.9,2.200000000000001,2,rain
8.6,15.6,9.4,2.5,6.199999999999999,2,rain
0.0,19.4,9.4,2.0,9.999999999999998,0,drizzle
0.5,19.4,11.1,3.1,8.299999999999999,2,rain
0.0,18.3,10.6,3.4,7.700000000000001,2,rain
0.0,22.8,8.9,1.8,13.9,4,sun
0.0,22.2,11.7,2.5,10.5,2,rain
0.2999999999999998,21.7,15.0,1.9,6.699999999999999,2,rain
3.0,20.0,13.3,2.4,6.699999999999999,2,rain
0.0,20.0,12.2,2.3,7.800000000000001,2,rain
2.0,18.9,11.7,2.1,7.199999999999999,2,rain
5.8,18.3,10.6,6.0,7.700000000000001,2,rain
0.0,20.6,9.4,3.8,11.200000000000001,4,sun
0.0,24.4,10.6,3.1,13.799999999999999,0,drizzle
0.0,25.0,11.1,2.1,13.9,4,sun
0.0,26.7,12.8,3.8,13.899999999999999,4,sun
0.0,28.3,14.4,2.8,13.9,2,rain
1.5,25.0,12.8,2.0,12.2,2,rain
0.0,23.9,11.1,2.3,12.799999999999999,0,drizzle
0.0,27.8,13.3,2.9,14.5,1,fog
0.0,25.6,13.3,2.7,12.3,0,drizzle
0.5,23.3,13.900000000000002,2.2,9.4,2,rain
0.0,25.0,15.0,2.2,10.0,2,rain
0.0,18.9,13.3,3.8,5.599999999999998,2,rain
0.2999999999999998,26.1,13.3,2.5,12.8,2,rain
0.0,21.7,15.0,2.6,6.699999999999999,4,sun
0.0,21.1,14.4,2.9,6.700000000000001,4,sun
0.0,25.0,14.4,2.2,10.6,4,sun
15.2,19.4,13.900000000000002,4.0,5.499999999999998,2,rain
0.0,23.9,13.900000000000002,2.3,9.999999999999998,4,sun
1.0000000000000002,20.6,12.2,3.9,8.400000000000002,2,rain
0.0,18.9,11.1,3.3,7.799999999999999,2,rain
0.0,23.3,12.2,4.3,11.100000000000001,4,sun
0.0,26.7,12.8,2.6,13.899999999999999,4,sun
0.0,25.6,12.8,2.2,12.8,0,drizzle
0.0,18.9,13.900000000000002,2.8,4.999999999999998,0,drizzle
0.0,22.2,13.3,1.7,8.899999999999999,0,drizzle
0.0,22.8,15.0,2.0,7.800000000000001,4,sun
0.0,19.4,13.3,3.0,6.099999999999998,4,sun
0.0,22.8,13.900000000000002,2.8,8.9,4,sun
0.0,23.9,13.3,2.2,10.599999999999998,0,drizzle
0.0,23.3,12.2,2.5,11.100000000000001,4,sun
0.0,27.2,12.8,3.9,14.399999999999999,4,sun
0.0,33.9,16.7,3.7,17.2,4,sun
0.0,33.9,17.8,1.9,16.099999999999998,4,sun
0.0,28.3,15.6,2.5,12.700000000000001,2,rain
0.0,21.1,15.0,2.6,6.100000000000001,0,drizzle
0.0,22.2,15.0,3.1,7.199999999999999,4,sun
0.0,24.4,14.4,3.8,9.999999999999998,0,drizzle
0.0,25.6,12.2,2.3,13.400000000000002,4,sun
0.0,28.3,13.3,2.5,15.0,4,sun
0.0,30.6,15.0,3.0,15.600000000000001,4,sun
0.0,30.6,15.0,2.8,15.600000000000001,4,sun
0.0,28.9,13.900000000000002,2.8,14.999999999999998,4,sun
0.0,31.1,16.7,4.7,14.400000000000002,4,sun
0.0,34.4,18.3,2.8,16.099999999999998,4,sun
0.0,32.8,16.1,1.8,16.699999999999996,4,sun
0.0,21.7,14.4,3.0,7.299999999999999,0,drizzle
0.0,23.3,15.0,2.7,8.3,0,drizzle
0.0,25.6,15.0,1.9,10.600000000000001,4,sun
0.0,23.3,13.3,3.0,10.0,2,rain
0.0,22.2,13.3,2.3,8.899999999999999,4,sun
0.0,21.1,13.900000000000002,3.8,7.200000000000001,4,sun
0.0,22.2,10.0,3.3,12.2,4,sun
0.0,26.1,11.7,3.2,14.400000000000002,4,sun
0.0,21.1,12.2,3.4,8.900000000000002,4,sun
0.0,23.9,13.3,1.8,10.599999999999998,4,sun
0.0,22.8,12.2,3.2,10.600000000000001,4,sun
0.0,22.8,13.3,2.4,9.5,4,sun
0.0,22.8,12.8,1.9,10.0,4,sun
0.0,22.2,10.6,2.9,11.6,4,sun
0.0,21.7,10.6,2.1,11.1,4,sun
0.0,21.1,10.0,2.0,11.100000000000001,4,sun
0.0,22.8,12.8,3.3,10.0,4,sun
0.0,24.4,11.1,3.1,13.299999999999999,4,sun
0.0,26.1,11.7,2.6,14.400000000000002,4,sun
0.0,28.3,14.4,4.2,13.9,4,sun
0.0,32.2,13.3,3.1,18.900000000000002,4,sun
0.0,25.0,13.3,3.0,11.7,4,sun
0.2999999999999998,18.9,13.900000000000002,5.0,4.999999999999998,2,rain
0.2999999999999998,20.0,11.7,3.9,8.3,2,rain
0.0,20.0,8.9,4.2,11.1,4,sun
0.0,22.2,10.0,5.6,12.2,4,sun
0.0,27.8,11.7,3.6,16.1,4,sun
0.0,26.1,11.1,1.5,15.000000000000002,4,sun
0.0,22.2,11.1,1.9,11.1,4,sun
0.0,24.4,9.4,2.3,14.999999999999998,4,sun
0.0,27.8,11.7,2.2,16.1,1,fog
0.0,27.8,11.7,1.4,16.1,4,sun
0.0,23.9,11.7,1.9,12.2,0,drizzle
0.0,19.4,10.0,2.5,9.399999999999999,0,drizzle
0.0,16.1,12.8,2.1,3.3000000000000007,0,drizzle
0.2999999999999998,19.4,11.7,1.1,7.699999999999999,2,rain
0.0,19.4,10.0,1.4,9.399999999999999,1,fog
0.0,21.1,10.0,1.8,11.100000000000001,1,fog
0.0,19.4,11.1,1.7,8.299999999999999,4,sun
0.0,19.4,9.4,1.7,9.999999999999998,0,drizzle
0.0,22.8,10.0,1.7,12.8,0,drizzle
0.0,25.0,12.2,1.1,12.8,2,rain
0.0,20.6,12.2,4.3,8.400000000000002,4,sun
0.0,21.1,7.8,3.1,13.3,4,sun
0.0,23.3,8.9,3.0,14.4,4,sun
0.0,17.8,10.0,4.1,7.800000000000001,4,sun
0.0,18.9,7.8,7.300000000000001,11.099999999999998,4,sun
0.0,18.9,8.3,6.5,10.599999999999998,4,sun
0.0,21.7,8.9,5.7,12.799999999999999,4,sun
0.0,23.9,7.8,5.1,16.099999999999998,4,sun
0.0,23.9,7.8,1.3,16.099999999999998,4,sun
0.0,21.1,7.8,1.9,13.3,4,sun
0.0,16.1,8.9,1.6,7.200000000000001,0,drizzle
0.0,12.2,8.3,1.4,3.8999999999999986,0,drizzle
0.0,13.9,7.2,1.3,6.7,0,drizzle
2.0,13.9,8.9,4.6,5.0,2,rain
4.8,15.6,12.2,3.9,3.4000000000000004,2,rain
16.5,17.8,13.3,3.4,4.5,2,rain
7.9,17.2,11.1,4.6,6.1,2,rain
0.0,16.1,8.3,5.5,7.800000000000001,4,sun
0.0,14.4,6.1,1.6,8.3,4,sun
20.8,17.8,6.7,2.0,11.100000000000001,2,rain
4.8,15.0,9.4,5.3,5.6,2,rain
0.5,11.1,6.1,5.7,5.0,2,rain
6.4,11.7,4.4,2.7,7.299999999999999,2,rain
8.9,7.800000000000001,3.3,2.6,4.5,2,rain
0.0,11.1,5.6,3.0,5.5,2,rain
7.1,11.7,6.1,2.1,5.6,2,rain
0.0,11.7,6.7,1.5,4.999999999999999,4,sun
1.5,11.1,7.2,2.5,3.8999999999999995,2,rain
23.1,14.4,9.4,5.1,5.0,2,rain
6.1,14.4,10.0,3.8,4.4,2,rain
10.9,15.6,10.0,4.9,5.6,2,rain
32.380000000000024,15.0,12.2,2.8,2.8000000000000007,2,rain
14.5,15.6,11.1,2.7,4.5,2,rain
9.7,15.0,10.6,3.0,4.4,2,rain
5.6,15.0,10.6,1.0,4.4,2,rain
0.5,15.6,11.1,3.6,4.5,2,rain
8.1,17.8,12.8,3.8,5.0,2,rain
0.7999999999999998,15.0,7.8,4.0,7.2,2,rain
0.2999999999999998,12.8,6.7,3.5,6.1000000000000005,2,rain
0.0,12.2,3.9000000000000004,3.4,8.299999999999999,2,rain
0.0,10.0,1.0999999999999988,3.4,8.9,2,rain
0.0,8.9,1.0999999999999988,2.0,7.800000000000001,2,rain
0.0,7.800000000000001,-0.5999999999999996,2.2,8.4,4,sun
15.2,8.9,1.0999999999999988,3.0,7.800000000000001,2,rain
3.6,12.8,6.1,3.0,6.700000000000001,2,rain
5.3,11.1,7.8,2.5,3.3,2,rain
0.7999999999999998,11.1,5.0,2.6,6.1,2,rain
0.0,9.4,2.8000000000000007,2.4,6.6000000000000005,0,drizzle
5.6,9.4,2.2,1.6,7.2,2,rain
6.1,12.2,6.1,5.3,6.1,2,rain
7.9,10.0,6.1,4.9,3.9000000000000004,2,rain
32.380000000000024,13.3,8.3,6.0,5.0,2,rain
3.8,11.1,7.2,4.2,3.8999999999999995,2,rain
11.2,8.3,3.9000000000000004,5.5,4.4,2,rain
0.0,8.9,2.8000000000000007,1.5,6.1000000000000005,2,rain
32.0,9.4,6.1,2.4,3.3000000000000007,2,rain
0.0,8.9,3.9000000000000004,1.1999999999999997,5.0,2,rain
0.0,8.3,1.0999999999999988,3.6,7.200000000000001,0,drizzle
0.0,9.4,1.7000000000000002,3.8,7.7,1,fog
0.0,10.0,1.7000000000000002,1.5,8.3,4,sun
2.8,9.4,2.2,2.9,7.2,2,rain
1.5,12.8,7.8,4.2,5.000000000000001,2,rain
32.380000000000024,15.0,7.8,4.6,7.2,2,rain
4.1,13.3,8.3,5.5,5.0,2,rain
19.6,8.3,7.2,6.2,1.1000000000000005,2,rain
13.0,9.4,7.2,4.4,2.2,2,rain
14.2,11.7,7.2,6.2,4.499999999999999,2,rain
1.5,8.9,4.4,5.0,4.5,2,rain
1.5,7.199999999999999,6.1,5.1,1.1000000000000005,2,rain
1.0000000000000002,7.800000000000001,3.3,4.6,4.5,2,rain
0.0,6.699999999999999,3.3,2.0,3.4000000000000004,4,sun
1.5,6.699999999999999,2.8000000000000007,2.1,3.9000000000000004,2,rain
0.5,7.199999999999999,5.6,1.8,1.6000000000000005,2,rain
3.0,7.800000000000001,5.6,4.5,2.2,2,rain
8.1,6.699999999999999,4.4,2.0,2.3,2,rain
2.3,7.199999999999999,3.3,2.8,3.9000000000000004,2,rain
7.9,6.1,1.0999999999999988,1.7,5.0,2,rain
5.3,4.4,0.5999999999999996,5.1,3.8000000000000007,3,snow
22.6,6.699999999999999,3.3,5.5,3.4000000000000004,3,snow
2.0,8.3,1.7000000000000002,7.54000000000001,6.6000000000000005,2,rain
3.3,3.9000000000000004,0.5999999999999996,5.3,3.3,3,snow
13.7,8.3,1.7000000000000002,5.8,6.6000000000000005,3,snow
13.2,7.199999999999999,0.5999999999999996,3.7,6.6000000000000005,2,rain
1.8,8.3,-1.6999999999999993,1.7,10.0,2,rain
3.3,8.3,3.9000000000000004,3.5,4.4,2,rain
6.6,7.199999999999999,3.3,2.5,3.9000000000000004,2,rain
0.2999999999999998,5.6,2.8000000000000007,2.8,2.8,2,rain
13.5,5.6,2.8000000000000007,4.2,2.8,3,snow
4.6,6.699999999999999,3.3,4.9,3.4000000000000004,2,rain
4.1,7.800000000000001,3.3,3.2,4.5,2,rain
0.0,8.3,3.9000000000000004,1.7,4.4,2,rain
1.5,5.0,3.3,1.7,1.7000000000000002,2,rain
0.0,4.4,0.0,1.8,4.4,0,drizzle
0.0,3.3000000000000007,-1.0999999999999996,2.0,4.4,0,drizzle
0.0,5.0,-2.8000000000000007,2.7,7.8,4,sun
0.0,6.1,-1.0999999999999996,3.2,7.199999999999999,4,sun
4.1,6.699999999999999,-1.6999999999999993,3.0,8.4,2,rain
2.5,10.0,2.2,2.8,7.8,2,rain
3.0,6.699999999999999,4.4,3.1,2.3,2,rain
2.0,7.199999999999999,2.8000000000000007,3.0,4.4,2,rain
2.3,10.0,4.4,7.300000000000001,5.6,2,rain
16.3,11.7,5.6,6.3,6.1,2,rain
32.380000000000024,10.0,1.7000000000000002,5.1,8.3,2,rain
0.2999999999999998,3.3000000000000007,-0.5999999999999996,2.1,3.9000000000000004,3,snow
0.0,2.8000000000000007,-2.8000000000000007,1.9,5.6,0,drizzle
0.0,2.8000000000000007,-3.9000000000000004,2.0,6.699999999999999,4,sun
0.0,2.1999999999999993,-4.4,1.5,6.6000000000000005,4,sun
0.0,3.3000000000000007,-2.1999999999999975,1.3,5.5,4,sun
0.0,6.699999999999999,-0.5999999999999996,2.3,7.3,4,sun
0.0,6.1,-3.9000000000000004,1.8,10.0,0,drizzle
0.0,3.9000000000000004,-2.8000000000000007,1.0,6.699999999999999,0,drizzle
0.0,3.3000000000000007,-1.0999999999999996,1.3,4.4,0,drizzle
0.0,1.0999999999999996,-0.5999999999999996,1.9,1.7000000000000002,0,drizzle
0.0,3.3000000000000007,-0.5999999999999996,2.1,3.9000000000000004,0,drizzle
0.0,2.1999999999999993,-1.6999999999999993,1.1,3.9000000000000004,0,drizzle
0.0,3.3000000000000007,-1.6999999999999993,0.6000000000000001,5.0,0,drizzle
5.1,7.199999999999999,2.2,3.1,5.0,2,rain
5.8,7.199999999999999,1.0999999999999988,2.6,6.1,2,rain
3.0,10.6,2.8000000000000007,2.1,7.8,2,rain
2.3,8.3,3.9000000000000004,4.5,4.4,2,rain
1.8,5.6,3.9000000000000004,4.5,1.6999999999999993,2,rain
7.9,6.1,3.3,3.2,2.8,2,rain
4.3,8.3,5.0,3.9,3.3000000000000007,2,rain
3.6,8.9,6.7,3.9,2.2,2,rain
3.0,9.4,7.2,4.0,2.2,2,rain
0.2999999999999998,11.7,5.0,2.9,6.699999999999999,2,rain
0.0,6.1,2.8000000000000007,2.0,3.3,0,drizzle
2.3,8.9,2.8000000000000007,2.9,6.1000000000000005,2,rain
0.0,10.6,6.7,2.6,3.8999999999999995,2,rain
3.3,10.0,6.7,5.1,3.3,2,rain
1.0000000000000002,10.6,6.1,4.5,4.5,2,rain
1.3,9.4,3.3,4.1,6.1000000000000005,2,rain
0.0,7.800000000000001,2.2,1.3,5.6,4,sun
0.2999999999999998,8.3,4.4,1.3,3.9000000000000004,2,rain
0.0,8.9,1.7000000000000002,2.0,7.2,0,drizzle
0.2999999999999998,8.3,4.4,1.4,3.9000000000000004,2,rain
1.0000000000000002,11.1,7.2,5.6,3.8999999999999995,2,rain
2.3,9.4,7.2,4.1,2.2,2,rain
1.0000000000000002,9.4,5.6,2.2,3.8000000000000007,2,rain
0.0,13.3,5.0,2.4,8.3,0,drizzle
0.0,11.1,3.9000000000000004,5.6,7.199999999999999,2,rain
0.0,9.4,4.4,3.4,5.0,2,rain
0.0,7.800000000000001,3.9000000000000004,1.9,3.9000000000000004,2,rain
0.0,10.6,1.7000000000000002,3.4,8.9,4,sun
1.5,7.800000000000001,1.0999999999999988,2.1,6.699999999999999,2,rain
0.5,6.699999999999999,3.9000000000000004,6.2,2.8000000000000007,2,rain
9.4,7.800000000000001,3.9000000000000004,7.54000000000001,3.9000000000000004,2,rain
0.2999999999999998,10.0,3.9000000000000004,4.6,6.1,2,rain
0.0,8.9,5.0,5.5,3.9000000000000004,2,rain
2.3,10.6,3.3,7.1,7.3,2,rain
0.5,8.9,3.9000000000000004,3.8,5.0,2,rain
4.6,10.0,4.4,1.8,5.6,2,rain
8.1,11.7,6.7,3.8,4.999999999999999,2,rain
4.1,15.0,11.1,5.4,3.9000000000000004,2,rain
0.7999999999999998,13.9,5.0,4.5,8.9,2,rain
0.0,11.1,2.2,2.8,8.899999999999999,4,sun
0.0,13.3,0.0,3.9,13.3,4,sun
0.0,9.4,6.1,2.4,3.3000000000000007,2,rain
11.899999999999999,7.199999999999999,5.0,4.1,2.2,2,rain
7.4,12.2,5.0,2.5,7.199999999999999,2,rain
0.0,11.7,2.2,2.6,9.5,0,drizzle
0.0,12.8,1.0999999999999988,1.3,11.700000000000001,1,fog
0.7999999999999998,7.800000000000001,3.9000000000000004,1.6,3.9000000000000004,2,rain
1.3,10.6,6.1,1.1,4.5,2,rain
2.0,12.8,10.0,5.7,2.8000000000000007,2,rain
2.3,11.7,9.4,3.7,2.299999999999999,2,rain
2.8,11.7,9.4,3.0,2.299999999999999,2,rain
0.0,14.4,8.9,4.3,5.5,2,rain
4.3,10.6,4.4,6.4,6.199999999999999,2,rain
0.0,8.9,3.9000000000000004,6.1,5.0,4,sun
0.0,11.7,3.9000000000000004,5.9,7.799999999999999,2,rain
11.7,12.8,1.7000000000000002,3.4,11.100000000000001,2,rain
9.9,11.1,4.4,7.54000000000001,6.699999999999999,2,rain
8.1,10.0,2.2,4.9,7.8,3,snow
0.0,9.4,0.5999999999999996,2.2,8.8,4,sun
0.0,10.0,1.0999999999999988,2.6,8.9,4,sun
0.0,12.2,0.5999999999999996,2.1,11.6,4,sun
0.0,16.7,4.4,2.8,12.299999999999999,4,sun
0.0,16.7,6.1,1.7,10.6,4,sun
0.2999999999999998,13.3,7.2,1.6,6.1000000000000005,2,rain
2.0,16.1,8.3,1.3,7.800000000000001,2,rain
0.0,18.3,7.8,2.5,10.5,2,rain
0.0,20.0,5.6,4.4,14.4,0,drizzle
0.0,20.6,6.7,2.9,13.900000000000002,4,sun
0.0,17.2,8.3,3.6,8.899999999999999,4,sun
0.0,13.9,8.9,2.2,5.0,4,sun
0.0,16.7,7.8,1.6,8.899999999999999,4,sun
8.4,14.4,10.0,3.0,4.4,2,rain
18.5,13.9,10.0,5.6,3.9000000000000004,2,rain
12.7,12.2,7.2,5.0,4.999999999999999,2,rain
32.380000000000024,8.3,5.0,3.9,3.3000000000000007,2,rain
